year,month,day,temperature
2015,03,27,59
2015,03,28,71
2015,03,29,89
2015,03,30,70
2015,03,31,85
2015,04,01,67
2015,04,02,62
2015,04,03,71
2015,04,04,52
2015,04,05,50
2015,04,06,75
2015,04,07,65
2015,04,08,83
2015,04,09,105
2015,04,10,113
2015,04,11,89
2015,04,12,97
2015,04,13,79
2015,04,14,107
2015,04,15,127
2015,04,16,96
2015,04,17,85
2015,04,18,88
2015,04,19,82
2015,04,20,111
2015,04,21,99
2015,04,22,84
2015,04,23,96
2015,04,24,118
2015,04,25,120
2015,04,26,98
2015,04,27,74
2015,04,28,67
2015,04,29,84
2015,04,30,90
2015,05,01,85
2015,05,02,96
2015,05,03,124
2015,05,04,149
2015,05,05,153
2015,05,06,121
2015,05,07,119
2015,05,08,139
2015,05,09,128
2015,05,10,126
2015,05,11,168
2015,05,12,141
2015,05,13,118
2015,05,14,113
2015,05,15,93
2015,05,16,110
2015,05,17,117
2015,05,18,107
2015,05,19,106
2015,05,20,100
2015,05,21,122
2015,05,22,144
2015,05,23,121
2015,05,24,122
2015,05,25,120
2015,05,26,118
2015,05,27,133
2015,05,28,129
2015,05,29,113
2015,05,30,115
2015,05,31,123
2015,06,01,126
2015,06,02,144
2015,06,03,140
2015,06,04,155
2015,06,05,205
2015,06,06,149
2015,06,07,133
2015,06,08,126
2015,06,09,117
2015,06,10,151
2015,06,11,176
2015,06,12,207
2015,06,13,165
2015,06,14,144
2015,06,15,130
2015,06,16,124
2015,06,17,160
2015,06,18,136
2015,06,19,133
2015,06,20,131
2015,06,21,146
2015,06,22,130
2015,06,23,127
2015,06,24,160
2015,06,25,180
2015,06,26,202
2015,06,27,170
2015,06,28,177
2015,06,29,182
2015,06,30,206
2015,07,01,261
2015,07,02,244
2015,07,03,238
2015,07,04,239
2015,07,05,197
2015,07,06,183
2015,07,07,197
2015,07,08,159
2015,07,09,136
2015,07,10,172
2015,07,11,201
2015,07,12,180
2015,07,13,179
2015,07,14,178
2015,07,15,174
2015,07,16,191
2015,07,17,212
2015,07,18,178
2015,07,19,161
2015,07,20,179
2015,07,21,199
2015,07,22,190
2015,07,23,174
2015,07,24,189
2015,07,25,150
2015,07,26,148
2015,07,27,169
2015,07,28,158
2015,07,29,145
2015,07,30,139
2015,07,31,139
2015,08,01,158
2015,08,02,182
2015,08,03,208
2015,08,04,179
2015,08,05,191
2015,08,06,199
2015,08,07,194
2015,08,08,184
2015,08,09,191
2015,08,10,195
2015,08,11,199
2015,08,12,192
2015,08,13,216
2015,08,14,212
2015,08,15,179
2015,08,16,157
2015,08,17,145
2015,08,18,151
2015,08,19,171
2015,08,20,188
2015,08,21,204
2015,08,22,214
2015,08,23,201
2015,08,24,177
2015,08,25,168
2015,08,26,196
2015,08,27,158
2015,08,28,159
2015,08,29,174
2015,08,30,197
2015,08,31,203
2015,09,01,157
2015,09,02,140
2015,09,03,129
2015,09,04,139
2015,09,05,137
2015,09,06,132
2015,09,07,143
2015,09,08,143
2015,09,09,141
2015,09,10,148
2015,09,11,146
2015,09,12,158
2015,09,13,163
2015,09,14,141
2015,09,15,121
2015,09,16,150
2015,09,17,140
2015,09,18,136
2015,09,19,137
2015,09,20,140
2015,09,21,146
2015,09,22,128
2015,09,23,133
2015,09,24,130
2015,09,25,125
2015,09,26,118
2015,09,27,123
2015,09,28,123
2015,09,29,126
2015,09,30,131
2015,10,01,120
2015,10,02,118
2015,10,03,118
2015,10,04,112
2015,10,05,131
2015,10,06,155
2015,10,07,148
2015,10,08,133
2015,10,09,121
2015,10,10,116
2015,10,11,73
2015,10,12,54
2015,10,13,64
2015,10,14,65
2015,10,15,72
2015,10,16,84
2015,10,17,90
2015,10,18,91
2015,10,19,110
2015,10,20,97
2015,10,21,102
2015,10,22,121
2015,10,23,115
2015,10,24,117
2015,10,25,97
2015,10,26,110
2015,10,27,115
2015,10,28,108
2015,10,29,108
2015,10,30,104
2015,10,31,97
2015,11,01,74
2015,11,02,86
2015,11,03,97
2015,11,04,121
2015,11,05,131
2015,11,06,152
2015,11,07,159
2015,11,08,128
2015,11,09,136
2015,11,10,146
2015,11,11,130
2015,11,12,133
2015,11,13,113
2015,11,14,101
2015,11,15,143
2015,11,16,126
2015,11,17,133
2015,11,18,128
2015,11,19,113
2015,11,20,80
2015,11,21,50
2015,11,22,27
2015,11,23,35
2015,11,24,49
2015,11,25,64
2015,11,26,50
2015,11,27,57
2015,11,28,70
2015,11,29,105
2015,11,30,93
2015,12,01,98
2015,12,02,106
2015,12,03,95
2015,12,04,95
2015,12,05,81
2015,12,06,107
2015,12,07,107
2015,12,08,96
2015,12,09,77
2015,12,10,65
2015,12,11,77
2015,12,12,82
2015,12,13,70
2015,12,14,72
2015,12,15,72
2015,12,16,116
2015,12,17,128
2015,12,18,114
2015,12,19,121
2015,12,20,114
2015,12,21,99
2015,12,22,123
2015,12,23,100
2015,12,24,94
2015,12,25,92
2015,12,26,129
2015,12,27,118
2015,12,28,91
2015,12,29,76
2015,12,30,74
2015,12,31,76
